fighter_name,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,ufc_wins,ufc_losses,ufc_kos,ufc_submissions,td_acc_float,td_def_float,win_rate,ko_rate,sub_rate,striking_eff,grappling
Douglas Silva de Andrade,29,7,0,3.54,38.0,4.09,56%,0.54,42%,71%,0.2,7,7,2,1,0.42,0.71,0.49999996428571686,0.285714244897965,0.1428571224489825,0.8448687350835323,0.1218
Delson Heleno,29,10,0,0.69,75.0,4.83,19%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.13995943204868153,0.0
Antonio McKee,29,6,2,1.37,45.0,0.74,74%,1.47,33%,57%,0.0,0,1,0,0,0.33,0.57,0.0,0.0,0.0,1.6309523809523812,0.14190000000000003
Wendell Oliveira Marques,29,10,0,3.77,47.0,4.4,47%,0.0,0%,100%,0.0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.8377777777777777,0.0
Darren Elkins,29,12,0,3.4,38.0,3.34,51%,2.87,34%,56%,1.1,19,11,4,3,0.34,0.56,0.6333333122222229,0.21052630470914185,0.15789472853185638,0.9883720930232558,0.14959999999999998
Edilberto de Oliveira,29,15,2,4.12,32.0,6.79,61%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.5979680696661829,0.0
Hatsu Hioki,29,10,2,2.42,42.0,2.12,65%,2.55,56%,54%,0.6,3,5,0,0,0.56,0.54,0.3749999531250059,0.0,0.0,1.09009009009009,0.2576
Jan Blachowicz,29,11,2,3.55,50.0,3.14,52%,0.98,48%,69%,0.4,12,8,5,2,0.48,0.69,0.5999999700000015,0.41666663194444736,0.16666665277777895,1.095679012345679,0.14880000000000002
Yaroslav Amosov,29,1,0,2.78,47.0,1.55,54%,4.64,50%,0%,4.6,1,0,0,1,0.5,0.0,0.9999990000010001,0.0,0.9999990000010001,1.6848484848484846,0.5
Pat Miletich,29,7,2,1.79,45.0,1.66,63%,1.96,100%,54%,1.0,8,2,1,3,1.0,0.54,0.7999999200000081,0.12499998437500197,0.3749999531250059,1.0170454545454546,0.45999999999999996
Eddie Alvarez,29,6,0,4.32,41.0,4.39,55%,2.92,36%,92%,0.5,4,3,2,0,0.36,0.92,0.57142848979593,0.49999987500003124,0.0,0.9621380846325169,0.028799999999999985
Chael Sonnen,29,15,1,3.08,43.0,1.1,62%,3.81,59%,66%,0.4,7,7,0,2,0.59,0.66,0.49999996428571686,0.0,0.285714244897965,2.5666666666666664,0.20059999999999997
Rich Franklin,29,7,0,4.1,44.0,2.07,62%,1.31,66%,63%,0.7,14,6,8,1,0.66,0.63,0.6999999650000017,0.5714285306122479,0.07142856632653098,1.889400921658986,0.2442
Jim Wallhead,29,11,0,3.19,26.0,6.65,49%,0.0,0%,100%,0.0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.47259259259259256,0.0
Derrick Lewis,29,13,0,2.46,49.0,2.57,39%,0.55,26%,52%,0.0,20,11,16,0,0.26,0.52,0.6451612695109268,0.799999960000002,0.0,0.9213483146067416,0.1248
Jeremy Stephens,28,20,0,3.15,40.0,3.14,58%,1.11,38%,62%,0.4,15,19,7,0,0.38,0.62,0.44117645761245716,0.46666663555555765,0.0,0.9722222222222221,0.1444
Alexander Volkanovski,28,4,0,5.99,57.0,3.31,58%,1.63,34%,68%,0.2,15,3,5,0,0.34,0.68,0.8333332870370396,0.3333333111111126,0.0,1.7565982404692082,0.1088
Heath Herring,28,16,0,2.37,50.0,1.77,54%,1.22,50%,32%,0.7,2,3,0,0,0.5,0.32,0.399999920000016,0.0,0.0,1.267379679144385,0.33999999999999997
Igor Pokrajac,28,13,0,2.25,45.0,4.26,40%,0.87,29%,51%,0.2,4,8,2,1,0.29,0.51,0.3333333055555579,0.49999987500003124,0.24999993750001562,0.5160550458715597,0.14209999999999998
Joseph Benavidez,28,8,0,3.52,34.0,2.67,61%,1.41,30%,62%,0.6,15,6,5,1,0.3,0.62,0.7142856802721105,0.3333333111111126,0.06666666222222252,1.2707581227436824,0.11399999999999999
Robert McDaniel,28,10,0,1.64,44.0,1.98,56%,0.93,50%,50%,1.4,1,2,0,1,0.5,0.5,0.33333322222225925,0.0,0.9999990000010001,0.7884615384615384,0.25
Nazareno Malegarie,28,4,0,3.87,34.0,3.27,69%,1.0,33%,0%,0.0,0,1,0,0,0.33,0.0,0.0,0.0,0.0,1.1483679525222552,0.33
Efrain Escudero,28,12,0,2.92,44.0,2.3,63%,1.31,40%,66%,0.8,5,7,1,1,0.4,0.66,0.41666663194444736,0.199999960000008,0.199999960000008,1.2166666666666668,0.13599999999999998
Thales Leites,28,9,0,2.13,40.0,2.99,52%,2.1,27%,30%,1.1,13,8,2,5,0.27,0.3,0.6190475895691624,0.15384614201183525,0.3846153550295881,0.6893203883495145,0.189
Demian Maia,28,11,0,1.8,43.0,2.07,63%,2.49,24%,61%,1.0,22,11,1,11,0.24,0.61,0.6666666464646471,0.045454543388429844,0.49999997727272827,0.8294930875576038,0.0936
Jon Jones,28,1,0,4.38,58.0,2.24,64%,1.89,45%,95%,0.5,22,1,6,6,0.45,0.95,0.9565216975425348,0.27272726033057904,0.27272726033057904,1.8717948717948716,0.02250000000000002
Motonobu Tezuka,28,12,7,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Lauzon,28,16,0,2.84,39.0,5.39,54%,2.39,45%,54%,2.0,15,12,5,7,0.45,0.54,0.5555555349794246,0.3333333111111126,0.46666663555555765,0.5173041894353371,0.207
Raphael Assuncao,28,10,0,3.22,42.0,2.5,66%,1.65,39%,78%,0.2,12,7,2,1,0.39,0.78,0.6315789141274255,0.16666665277777895,0.08333332638888948,1.2384615384615385,0.08579999999999999
Islam Makhachev,28,1,0,2.45,58.0,1.45,61%,3.1,56%,91%,1.0,17,1,3,8,0.56,0.91,0.9444443919753115,0.17647057785467188,0.47058820761245834,1.5806451612903227,0.050399999999999986
Sergey Khandozhko,28,6,1,3.41,41.0,2.37,60%,0.76,28%,61%,0.0,2,1,1,0,0.28,0.61,0.6666664444445185,0.499999750000125,0.0,1.3805668016194332,0.10920000000000002
Johnny Eduardo,28,13,0,2.95,39.0,3.22,63%,0.22,20%,58%,0.4,3,5,2,0,0.2,0.58,0.3749999531250059,0.6666664444445185,0.0,0.8885542168674698,0.08400000000000002
Adriano Martins,28,9,0,1.8,38.0,2.14,65%,0.83,80%,81%,0.4,4,3,2,1,0.8,0.81,0.57142848979593,0.49999987500003124,0.24999993750001562,0.8035714285714285,0.15199999999999997
James Krause,28,9,0,4.79,49.0,4.11,61%,0.96,18%,59%,0.9,9,4,3,2,0.18,0.59,0.6923076390532585,0.33333329629630043,0.22222219753086697,1.1377672209026128,0.0738
Ken Shamrock,28,17,2,1.47,46.0,4.3,39%,0.94,60%,44%,2.5,6,5,2,4,0.6,0.44,0.5454544958677732,0.33333327777778704,0.6666665555555741,0.3340909090909091,0.336
Keith Wisniewski,28,15,1,2.32,52.0,4.86,42%,1.57,40%,78%,0.3,0,4,0,0,0.4,0.78,0.0,0.0,0.0,0.46774193548387094,0.088
Kevin Holland,28,15,0,4.26,49.0,3.22,50%,0.83,39%,56%,0.5,15,12,5,6,0.39,0.56,0.5555555349794246,0.3333333111111126,0.39999997333333515,1.2831325301204817,0.17159999999999997
Bas Rutten,28,4,1,5.59,61.0,2.06,79%,0.0,0%,0%,0.0,2,0,1,0,0.0,0.0,0.99999950000025,0.499999750000125,0.0,2.587962962962963,0.0
Abus Magomedov,28,7,1,3.07,49.0,3.43,55%,2.61,59%,100%,0.4,4,3,1,1,0.59,1.0,0.57142848979593,0.24999993750001562,0.24999993750001562,0.8696883852691217,0.0
Daniel Pineda,28,17,0,2.85,49.0,3.26,45%,1.42,24%,54%,1.5,5,8,1,4,0.24,0.54,0.3846153550295881,0.199999960000008,0.799999840000032,0.8482142857142858,0.11039999999999998
Rani Yahya,28,12,1,1.71,38.0,2.08,50%,2.73,30%,29%,1.8,13,6,0,7,0.3,0.29,0.684210490304711,0.0,0.5384614970414233,0.7844036697247706,0.213
Francisco Trinaldo,28,9,0,3.13,45.0,2.67,60%,0.98,42%,60%,0.5,18,8,4,2,0.42,0.6,0.6923076656804744,0.2222222098765439,0.11111110493827195,1.1299638989169674,0.168
Joshua Burkman,28,16,0,2.69,43.0,3.13,51%,2.53,36%,72%,0.3,6,12,1,1,0.36,0.72,0.3333333148148158,0.16666663888889352,0.16666663888889352,0.8328173374613003,0.1008
Marcin Tybura,27,10,0,3.59,48.0,3.33,55%,1.38,33%,75%,0.1,14,9,4,1,0.33,0.75,0.6086956257088858,0.2857142653061239,0.07142856632653098,1.0466472303206997,0.0825
Ivan Jorge,27,7,0,3.41,49.0,2.91,59%,1.56,16%,75%,0.6,2,2,0,0,0.16,0.75,0.49999987500003124,0.0,0.0,1.132890365448505,0.04
Rongzhu,27,6,0,6.02,51.0,5.44,52%,1.35,62%,84%,0.1,3,3,1,0,0.62,0.84,0.49999991666668053,0.33333322222225925,0.0,1.0866425992779782,0.09920000000000002
Demetrious Johnson,27,3,1,3.43,54.0,1.66,67%,3.35,56%,65%,0.5,15,2,2,5,0.56,0.65,0.8823528892733594,0.13333332444444504,0.3333333111111126,1.9488636363636365,0.196
Mairbek Taisumov,27,6,0,2.98,39.0,3.03,64%,1.34,63%,88%,0.0,7,2,5,0,0.63,0.88,0.7777776913580343,0.7142856122449125,0.0,0.952076677316294,0.0756
Vladimir Matyushenko,27,8,0,1.9,44.0,1.62,59%,3.25,46%,70%,0.1,7,5,3,0,0.46,0.7,0.5833332847222263,0.4285713673469475,0.0,1.1046511627906974,0.13800000000000004
Jens Pulver,27,19,1,2.12,37.0,3.13,56%,0.22,33%,63%,0.3,6,2,2,0,0.33,0.63,0.7499999062500118,0.33333327777778704,0.0,0.6563467492260062,0.1221
Mike Pyle,27,14,1,2.74,45.0,2.84,60%,1.8,35%,70%,1.5,10,9,5,2,0.35,0.7,0.5263157617728547,0.499999950000005,0.19999998000000202,0.9319727891156463,0.10500000000000001
Cheick Kongo,27,10,2,3.33,56.0,1.28,54%,2.3,56%,52%,0.2,11,6,6,0,0.56,0.52,0.6470587854671302,0.5454544958677732,0.0,2.4130434782608696,0.26880000000000004
Ovince Saint Preux,27,18,0,3.03,47.0,3.33,47%,1.09,36%,67%,0.5,15,13,6,5,0.36,0.67,0.5357142665816333,0.39999997333333515,0.3333333111111126,0.8833819241982507,0.11879999999999998
Diego Lopes,27,8,0,3.83,47.0,4.56,45%,0.88,50%,68%,1.4,6,3,3,1,0.5,0.68,0.6666665925926009,0.49999991666668053,0.16666663888889352,0.8218884120171676,0.15999999999999998
Ed Herman,27,16,0,3.31,48.0,3.71,42%,1.96,47%,59%,1.0,13,12,4,5,0.47,0.59,0.5199999792000009,0.3076922840236705,0.3846153550295881,0.868766404199475,0.1927
Justin Gaethje,27,5,0,6.48,58.0,7.05,51%,0.33,40%,74%,0.0,10,5,6,0,0.4,0.74,0.6666666222222252,0.599999940000006,0.0,0.9062937062937064,0.10400000000000001
Max Holloway,27,9,0,6.91,48.0,4.61,58%,0.23,53%,81%,0.3,23,9,10,2,0.53,0.81,0.7187499775390632,0.4347825897920613,0.08695651795841226,1.467091295116773,0.10069999999999997
Laverne Clark,27,21,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,3,1,1,0,0.0,0.0,0.7499998125000469,0.33333322222225925,0.0,0.0,0.0
Xiao Long,27,11,0,5.06,47.0,3.85,50%,0.74,27%,82%,0.0,1,3,1,0,0.27,0.82,0.24999993750001562,0.9999990000010001,0.0,1.281012658227848,0.04860000000000002
Brian Foster,27,10,0,3.3,39.0,1.63,65%,3.67,60%,37%,1.8,3,2,2,1,0.6,0.37,0.599999880000024,0.6666664444445185,0.33333322222225925,1.9075144508670518,0.378
Robert Whittaker,27,9,0,4.39,43.0,3.36,59%,0.73,38%,82%,0.0,17,7,6,0,0.38,0.82,0.7083333038194456,0.35294115570934376,0.0,1.26878612716763,0.06840000000000002
Mauricio Rua,27,14,1,3.57,50.0,2.79,54%,2.01,48%,49%,0.7,11,12,8,0,0.48,0.49,0.4782608487712674,0.7272726611570308,0.0,1.2352941176470587,0.2448
Tsuyoshi Kohsaka,27,19,2,1.88,38.0,4.41,54%,1.32,20%,33%,0.4,3,3,1,0,0.2,0.33,0.49999991666668053,0.33333322222225925,0.0,0.41685144124168516,0.13399999999999998
Mike Whitehead,27,8,0,1.62,33.0,2.36,59%,3.59,43%,77%,0.3,0,1,0,0,0.43,0.77,0.0,0.0,0.0,0.6585365853658537,0.09889999999999999
Derrick Noble,27,15,1,6.21,40.0,3.79,59%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.5964010282776349,0.0
Darrick Minner,26,14,0,2.63,65.0,2.28,35%,2.4,72%,66%,2.7,2,4,0,1,0.72,0.66,0.33333327777778704,0.0,0.499999750000125,1.1050420168067228,0.24479999999999996
Matt Brown,26,19,0,3.76,55.0,2.92,55%,1.68,46%,63%,1.3,17,13,13,2,0.46,0.63,0.5666666477777784,0.7647058373702448,0.11764705190311459,1.2450331125827814,0.17020000000000002
Aaron Brink,26,26,0,3.49,42.0,5.71,57%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6006884681583478,0.0
Jason Lambert,26,13,0,3.21,58.0,1.84,50%,1.35,36%,28%,2.4,4,4,3,1,0.36,0.28,0.4999999375000079,0.7499998125000469,0.24999993750001562,1.6546391752577319,0.2592
Nick Diaz,26,10,0,5.71,42.0,3.84,59%,1.28,32%,60%,1.0,7,7,4,2,0.32,0.6,0.49999996428571686,0.57142848979593,0.285714244897965,1.4492385786802031,0.128
Masanori Kanehara,26,12,5,1.88,49.0,1.63,62%,1.44,50%,63%,0.9,1,2,0,0,0.5,0.63,0.33333322222225925,0.0,0.0,1.0867052023121386,0.185
Mike Brown,26,9,0,2.98,44.0,2.45,60%,3.23,40%,66%,0.6,2,4,0,0,0.4,0.66,0.33333327777778704,0.0,0.0,1.168627450980392,0.13599999999999998
Tony Ferguson,26,11,0,4.91,45.0,4.37,55%,0.39,35%,66%,0.9,15,9,3,6,0.35,0.66,0.6249999739583344,0.19999998666666757,0.39999997333333515,1.098434004474273,0.11899999999999998
Rodney Wallace,26,15,1,1.13,46.0,3.44,45%,6.0,54%,28%,1.0,0,3,0,0,0.54,0.28,0.0,0.0,0.0,0.31920903954802254,0.38880000000000003
Jacare Souza,26,10,0,2.53,47.0,2.83,62%,2.57,39%,57%,1.3,9,7,4,4,0.39,0.57,0.5624999648437522,0.44444439506173394,0.44444439506173394,0.8634812286689418,0.16770000000000002
Vernon White,26,33,2,2.11,38.0,2.2,54%,0.88,28%,44%,0.0,0,1,0,0,0.28,0.44,0.0,0.0,0.0,0.9173913043478259,0.15680000000000002
Krzysztof Soszynski,26,12,1,3.37,39.0,3.13,58%,0.52,25%,71%,1.0,6,3,1,2,0.25,0.71,0.6666665925926009,0.16666663888889352,0.33333327777778704,1.043343653250774,0.07250000000000001
Georges St-Pierre,26,2,0,3.78,53.0,1.4,72%,4.16,74%,83%,1.1,20,2,5,3,0.74,0.83,0.9090908677685968,0.2499999875000006,0.14999999250000037,2.52,0.12580000000000002
Aoriqileng,26,12,0,4.69,49.0,5.47,48%,1.2,46%,58%,0.0,4,4,2,0,0.46,0.58,0.4999999375000079,0.49999987500003124,0.0,0.8420107719928188,0.19320000000000004
Alex Perez,26,10,0,4.41,46.0,3.2,59%,2.21,48%,75%,0.7,8,6,4,2,0.48,0.75,0.5714285306122479,0.4999999375000079,0.24999996875000394,1.3363636363636362,0.12
Jessica Andrade,26,15,0,6.37,48.0,5.58,54%,2.1,54%,75%,0.3,17,13,6,3,0.54,0.75,0.5666666477777784,0.35294115570934376,0.17647057785467188,1.1214788732394367,0.135
Valentina Shevchenko,26,4,1,3.04,52.0,2.0,63%,2.65,61%,76%,0.3,15,3,4,2,0.61,0.76,0.8333332870370396,0.2666666488888901,0.13333332444444504,1.4476190476190476,0.1464
Luigi Fioravanti,26,15,0,2.23,42.0,2.21,69%,3.76,63%,67%,0.9,4,5,2,0,0.63,0.67,0.44444439506173394,0.49999987500003124,0.0,0.9653679653679653,0.20789999999999997
Melquizael Costa,26,7,0,4.38,49.0,2.97,54%,2.0,40%,58%,1.1,7,2,2,2,0.4,0.58,0.7777776913580343,0.285714244897965,0.285714244897965,1.4267100977198695,0.16800000000000004
Kazushi Sakuraba,26,17,1,1.26,41.0,2.03,51%,1.26,31%,48%,1.7,1,0,0,1,0.31,0.48,0.9999990000010001,0.0,0.9999990000010001,0.5915492957746479,0.1612
Michel Prazeres,26,4,0,2.38,47.0,2.51,57%,3.94,36%,47%,0.6,10,4,0,3,0.36,0.47,0.7142856632653098,0.0,0.299999970000003,0.9118773946360154,0.1908
Homer Moore,26,9,2,0.68,50.0,0.68,0%,5.07,66%,0%,0.0,0,1,0,0,0.66,0.0,0.0,0.0,0.0,0.8717948717948718,0.66
Anthony Macias,26,18,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Semmy Schilt,26,14,1,1.2,50.0,1.31,53%,0.0,0%,47%,1.1,1,1,1,0,0.0,0.47,0.499999750000125,0.9999990000010001,0.0,0.8510638297872339,0.0
Eric Wisely,26,9,1,1.42,47.0,2.08,56%,0.0,0%,27%,0.9,0,2,0,0,0.0,0.27,0.0,0.0,0.0,0.6513761467889907,0.0
Willamy Freire,26,6,0,1.53,37.0,0.93,62%,0.5,100%,73%,0.0,0,1,0,0,1.0,0.73,0.0,0.0,0.0,1.4854368932038835,0.27
Yizha,26,6,0,3.25,47.0,2.88,49%,3.42,33%,64%,0.9,1,3,1,0,0.33,0.64,0.24999993750001562,0.9999990000010001,0.0,1.0906040268456376,0.1188
Makhmud Muradov,26,8,0,4.21,43.0,2.57,61%,3.03,66%,77%,0.2,4,2,2,0,0.66,0.77,0.6666665555555741,0.49999987500003124,0.0,1.5767790262172285,0.1518
Forrest Petz,26,10,0,2.27,29.0,2.2,57%,1.3,100%,66%,0.0,2,5,0,0,1.0,0.66,0.285714244897965,0.0,0.0,0.9869565217391303,0.33999999999999997
Brendan Allen,26,7,0,3.59,53.0,3.62,47%,1.56,42%,56%,1.1,14,4,2,7,0.42,0.56,0.7777777345679036,0.14285713265306196,0.49999996428571686,0.9650537634408601,0.18479999999999996
Ante Delija,26,8,0,4.28,38.0,3.95,52%,0.0,0%,75%,0.0,1,2,1,0,0.0,0.75,0.33333322222225925,0.9999990000010001,0.0,1.0567901234567902,0.0
Brian Geraghty,26,18,1,0.47,25.0,9.77,36%,0.0,0%,50%,0.0,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.04761904761904762,0.0
Vitor Belfort,26,14,0,1.59,46.0,2.83,50%,1.02,60%,53%,0.6,15,10,11,2,0.6,0.53,0.599999976000001,0.7333332844444478,0.13333332444444504,0.5426621160409556,0.282
Din Thomas,26,9,0,1.85,37.0,2.6,59%,1.38,52%,76%,1.2,5,4,0,2,0.52,0.76,0.5555554938271674,0.0,0.399999920000016,0.6851851851851851,0.1248
Zhang Weili,26,4,0,4.66,52.0,2.63,53%,1.96,44%,63%,0.5,10,3,2,2,0.44,0.63,0.7692307100591762,0.19999998000000202,0.19999998000000202,1.7069597069597071,0.1628
Koji Oishi,25,10,10,1.43,9.0,17.86,43%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.07962138084632515,0.0
Elizeu Zaleski dos Santos,25,10,1,4.16,41.0,3.56,55%,0.79,20%,67%,0.4,11,6,4,1,0.2,0.67,0.6470587854671302,0.3636363305785154,0.09090908264462885,1.1366120218579234,0.06599999999999999
Ismail Naurdiev,25,8,0,3.66,52.0,1.75,64%,1.48,40%,73%,0.2,4,3,1,0,0.4,0.73,0.57142848979593,0.24999993750001562,0.0,1.9783783783783784,0.10800000000000001
Francis Carmont,25,12,0,2.22,42.0,1.64,59%,1.79,36%,73%,0.6,6,3,0,2,0.36,0.73,0.6666665925926009,0.0,0.33333327777778704,1.2758620689655173,0.09720000000000001
Dustin Neace,25,21,1,2.08,32.0,2.66,56%,0.0,0%,0%,1.7,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7536231884057971,0.0
Dave Strasser,25,8,0,3.04,45.0,1.88,59%,0.72,33%,33%,0.0,1,1,0,0,0.33,0.33,0.499999750000125,0.0,0.0,1.5353535353535355,0.2211
Victor Henry,25,7,0,7.17,53.0,5.19,48%,1.04,42%,81%,0.3,4,2,1,0,0.42,0.81,0.6666665555555741,0.24999993750001562,0.0,1.3553875236294897,0.07979999999999997
Aljamain Sterling,25,5,0,4.45,52.0,2.21,59%,2.45,30%,44%,0.6,17,5,2,4,0.3,0.44,0.7727272376033073,0.11764705190311459,0.23529410380622917,1.9264069264069263,0.168
Jutaro Nakao,25,19,4,0.53,38.0,1.06,44%,0.38,50%,56%,0.0,1,1,1,0,0.5,0.56,0.499999750000125,0.9999990000010001,0.0,0.4568965517241379,0.21999999999999997
Pete Spratt,25,23,0,1.63,48.0,1.33,55%,0.3,100%,46%,0.3,3,4,0,3,1.0,0.46,0.4285713673469475,0.0,0.9999996666667778,1.1398601398601396,0.54
Yuki Sasaki,25,22,2,1.09,43.0,1.2,57%,0.43,100%,66%,0.0,0,1,0,0,1.0,0.66,0.0,0.0,0.0,0.8384615384615385,0.33999999999999997
Rob Kimmons,25,9,0,1.86,48.0,4.79,38%,2.08,46%,25%,2.4,3,4,0,2,0.46,0.25,0.4285713673469475,0.0,0.6666664444445185,0.3803680981595092,0.34500000000000003
Andre Fili,25,12,0,3.87,37.0,4.23,51%,2.22,45%,71%,0.2,13,11,4,0,0.45,0.71,0.5416666440972231,0.3076922840236705,0.0,0.8937644341801386,0.13050000000000003
Deiveson Figueiredo,25,6,1,2.63,53.0,3.47,49%,1.61,35%,57%,1.2,14,6,4,4,0.35,0.57,0.6999999650000017,0.2857142653061239,0.2857142653061239,0.7366946778711484,0.1505
Chidi Njokuani,25,12,0,5.16,61.0,3.32,57%,0.0,0%,75%,0.1,5,5,3,0,0.0,0.75,0.499999950000005,0.599999880000024,0.0,1.5087719298245614,0.0
Jason MacDonald,25,16,0,1.55,52.0,2.7,46%,1.43,16%,35%,2.0,6,8,2,4,0.16,0.35,0.42857139795918586,0.33333327777778704,0.6666665555555741,0.5535714285714285,0.10400000000000001
Mateusz Gamrot,25,4,0,3.29,51.0,2.96,59%,5.15,37%,83%,0.1,8,4,3,1,0.37,0.83,0.6666666111111158,0.3749999531250059,0.12499998437500197,1.0751633986928104,0.06290000000000001
Victor Hugo,25,5,0,3.27,44.0,2.95,56%,0.81,33%,73%,1.2,1,1,0,0,0.33,0.73,0.499999750000125,0.0,0.0,1.0721311475409836,0.08910000000000001
Kai Kara-France,25,12,0,4.46,40.0,3.24,64%,0.56,30%,83%,0.0,8,5,3,0,0.3,0.83,0.615384568047341,0.3749999531250059,0.0,1.3353293413173652,0.05100000000000001
Ivan Menjivar,25,12,0,2.78,37.0,2.76,65%,0.56,28%,38%,1.0,4,5,1,2,0.28,0.38,0.44444439506173394,0.24999993750001562,0.49999987500003124,0.972027972027972,0.1736
Brandon Melendez,25,25,0,0.84,26.0,0.56,63%,0.0,0%,25%,0.0,0,1,0,0,0.0,0.25,0.0,0.0,0.0,1.2727272727272727,0.0
Brad Pickett,25,14,0,3.02,31.0,4.63,55%,2.47,44%,58%,0.4,5,9,1,1,0.44,0.58,0.3571428316326549,0.199999960000008,0.199999960000008,0.638477801268499,0.18480000000000002
Michael Johnson,25,20,0,4.27,39.0,3.78,58%,0.57,38%,81%,0.0,16,16,6,0,0.38,0.81,0.49999998437500054,0.37499997656250145,0.0,1.1005154639175256,0.07219999999999999
Dan Hardy,25,10,0,2.46,35.0,3.44,51%,0.73,35%,35%,0.4,6,4,2,0,0.35,0.35,0.599999940000006,0.33333327777778704,0.0,0.6949152542372882,0.22749999999999998
Igor Araujo,25,9,0,1.52,42.0,2.86,49%,0.86,15%,22%,0.6,2,2,0,0,0.15,0.22,0.49999987500003124,0.0,0.0,0.5135135135135135,0.11699999999999999
Zak Cummings,25,7,0,2.96,35.0,2.91,55%,0.62,28%,66%,0.6,10,4,2,4,0.28,0.66,0.7142856632653098,0.19999998000000202,0.39999996000000404,0.9833887043189368,0.0952
Jorge Santiago,25,12,0,1.69,35.0,2.62,56%,0.58,30%,52%,0.8,1,5,1,0,0.3,0.52,0.16666663888889352,0.9999990000010001,0.0,0.6213235294117646,0.144
Roxanne Modafferi,25,21,0,3.35,30.0,5.7,51%,1.35,23%,30%,0.1,4,8,1,0,0.23,0.3,0.3333333055555579,0.24999993750001562,0.0,0.5775862068965517,0.161
Eddie Wineland,24,16,1,3.4,29.0,3.76,68%,0.34,33%,86%,0.1,6,10,5,0,0.33,0.86,0.37499997656250145,0.8333331944444675,0.0,0.8808290155440415,0.046200000000000005
Israel Adesanya,24,5,0,4.02,48.0,3.2,55%,0.05,11%,76%,0.1,13,5,5,0,0.11,0.76,0.7222221820987677,0.3846153550295881,0.0,1.218181818181818,0.0264
Benson Henderson,24,7,0,2.93,45.0,1.79,63%,2.4,45%,63%,0.8,11,3,0,2,0.45,0.63,0.7857142295918408,0.0,0.1818181652892577,1.5502645502645502,0.1665
David Bielkheden,24,12,0,1.11,57.0,1.64,54%,2.65,63%,14%,0.0,1,2,0,0,0.63,0.14,0.33333322222225925,0.0,0.0,0.6379310344827587,0.5418
Krzysztof Jotko,24,6,0,2.98,42.0,2.23,57%,1.33,39%,82%,0.1,11,6,1,0,0.39,0.82,0.6470587854671302,0.09090908264462885,0.0,1.278969957081545,0.07020000000000003
Fabricio Werdum,24,9,1,3.59,52.0,2.64,55%,1.75,31%,31%,1.2,12,6,4,4,0.31,0.31,0.6666666296296316,0.3333333055555579,0.3333333055555579,1.3102189781021896,0.21389999999999998
Nick Agallar,24,6,0,0.69,11.0,4.56,42%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.14806866952789702,0.0
Jack Hermansson,24,10,0,5.15,45.0,3.72,56%,1.48,29%,80%,0.4,11,8,3,3,0.29,0.8,0.5789473379501401,0.2727272479338866,0.2727272479338866,1.3481675392670156,0.05799999999999998
Wes Sims,24,14,1,0.98,51.0,2.95,37%,0.0,0%,40%,2.3,0,3,0,0,0.0,0.4,0.0,0.0,0.0,0.321311475409836,0.0
Alex Morono,24,13,0,4.9,39.0,4.88,55%,0.32,24%,47%,0.3,13,10,2,2,0.24,0.47,0.5652173667296797,0.15384614201183525,0.15384614201183525,0.9839357429718877,0.1272
Riki Fukuda,24,9,0,4.24,43.0,3.71,64%,2.17,43%,70%,0.0,2,3,0,0,0.43,0.7,0.399999920000016,0.0,0.0,1.1128608923884515,0.129
Michael Page,24,3,0,2.39,60.0,1.68,57%,0.23,16%,66%,0.0,3,1,0,0,0.16,0.66,0.7499998125000469,0.0,0.0,1.3426966292134832,0.0544
Spencer Fisher,24,9,0,3.17,43.0,3.03,64%,0.67,30%,60%,0.8,9,8,2,2,0.3,0.6,0.5294117335640156,0.22222219753086697,0.22222219753086697,1.012779552715655,0.12
Anton Kuivanen,24,10,0,2.27,38.0,1.63,67%,1.2,100%,71%,0.4,1,2,0,0,1.0,0.71,0.33333322222225925,0.0,0.0,1.3121387283236994,0.29000000000000004
Ludovit Klein,24,5,1,3.76,53.0,3.48,53%,1.37,51%,76%,0.0,8,3,2,0,0.51,0.76,0.7272726611570308,0.24999996875000394,0.0,1.0502793296089385,0.1224
