Nome,Height,Altura_cm,Weight,Reach,Stance
Jason Godsey,"6' 2""",188.0,230 lbs.,71.55387673956263,Orthodox
Tyson Griffin,"5' 6""",167.6,145 lbs.,68.0,Orthodox
Mizuki,"5' 3""",160.0,115 lbs.,65.0,Orthodox
Chase Hooper,"6' 1""",185.4,155 lbs.,74.0,Southpaw
Assuerio Silva,"5' 10""",177.8,241 lbs.,71.55387673956263,Orthodox
Wagnney Fabiano,"5' 6""",167.6,145 lbs.,69.0,Southpaw
Phillip Miller,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Eduardo Pamplona,"5' 11""",180.3,170 lbs.,71.55387673956263,
Che Mills,"6' 1""",185.4,170 lbs.,76.0,Orthodox
Dominic Brown,"5' 11""",180.3,190 lbs.,71.55387673956263,
Todd Brown,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Shane Nelson,"5' 9""",175.3,155 lbs.,70.0,Southpaw
Carlos Newton,"5' 9""",175.3,170 lbs.,71.55387673956263,Orthodox
Ben Nguyen,"5' 5""",165.1,125 lbs.,65.0,Switch
Kaik Brito,"5' 11""",180.3,170 lbs.,72.0,Orthodox
Ron Waterman,"6' 2""",188.0,280 lbs.,71.55387673956263,Orthodox
Augusto Sakai,"6' 3""",190.5,265 lbs.,77.0,Orthodox
Niko Price,"6' 0""",182.9,170 lbs.,76.0,Orthodox
Fernando Padilla,"6' 1""",185.4,145 lbs.,76.0,Orthodox
Yuji Hisamatsu,"5' 10""",177.8,185 lbs.,71.55387673956263,
Andre Fialho,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Justin Jaynes,"5' 7""",170.2,145 lbs.,68.0,Orthodox
Joanna Jedrzejczyk,"5' 6""",167.6,115 lbs.,65.0,Orthodox
Joe Duffy,"5' 10""",177.8,155 lbs.,73.0,Orthodox
Elias Theodorou,"6' 1""",185.4,185 lbs.,75.0,Orthodox
Ray Rodriguez,"5' 7""",170.2,135 lbs.,70.0,Orthodox
John Halverson,"5' 9""",175.3,155 lbs.,71.55387673956263,Southpaw
Trevin Giles,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Chad George,"5' 6""",167.6,135 lbs.,68.0,Southpaw
Elves Brener,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Henry Briones,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Jerrod Sanders,"5' 8""",172.7,135 lbs.,72.0,Orthodox
Roger Carroll,"5' 10""",177.8,170 lbs.,71.55387673956263,
Yusup Saadulaev,"5' 6""",167.6,135 lbs.,71.55387673956263,
Tarec Saffiedine,"5' 10""",177.8,170 lbs.,70.0,Switch
Mark Coleman,"6' 1""",185.4,205 lbs.,75.0,Orthodox
Tatsuya Mizuno,"6' 1""",185.4,205 lbs.,71.55387673956263,Southpaw
Casey Kenney,"5' 7""",170.2,135 lbs.,68.0,Southpaw
Takashi Sato,"5' 10""",177.8,170 lbs.,73.0,Southpaw
Chris Saunders,"5' 8""",172.7,155 lbs.,71.55387673956263,
Tor Troeng,"6' 2""",188.0,185 lbs.,71.55387673956263,Orthodox
Carmelo Marrero,"6' 0""",182.9,205 lbs.,73.0,Orthodox
Eddie Yagin,"5' 7""",170.2,145 lbs.,71.55387673956263,Orthodox
Aisling Daly,"5' 2""",157.5,115 lbs.,64.0,Orthodox
Drakkar Klose,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Shara Magomedov,"6' 2""",188.0,185 lbs.,73.0,Orthodox
Todd Moore,"5' 9""",175.3,170 lbs.,71.0,Southpaw
Rudy Bears,"5' 11""",180.3,170 lbs.,71.55387673956263,Southpaw
Erik Koch,"5' 10""",177.8,170 lbs.,71.0,Southpaw
Jonathan Figueroa,,,185 lbs.,71.55387673956263,
Wayne Cole,"6' 1""",185.4,205 lbs.,71.55387673956263,Orthodox
Chris Weidman,"6' 2""",188.0,185 lbs.,78.0,Orthodox
Jose Delano,"5' 8""",172.7,145 lbs.,70.0,Orthodox
James Te Huna,"6' 2""",188.0,185 lbs.,75.0,Orthodox
Jesus Pinedo,"5' 10""",177.8,155 lbs.,71.55387673956263,Southpaw
Tony Bonello,"6' 2""",188.0,185 lbs.,71.55387673956263,
Henry Cejudo,"5' 4""",162.6,135 lbs.,64.0,Orthodox
Waylon Lowe,"5' 7""",170.2,145 lbs.,71.55387673956263,Southpaw
Dustin Stoltzfus,"6' 0""",182.9,185 lbs.,75.0,Orthodox
Azamat Murzakanov,"5' 10""",177.8,205 lbs.,71.0,Southpaw
Jesse Bongfeldt,"6' 0""",182.9,185 lbs.,71.55387673956263,Orthodox
Rogerio Bontorin,"5' 5""",165.1,125 lbs.,67.0,Orthodox
Karolina Kowalkiewicz,"5' 3""",160.0,115 lbs.,64.0,Orthodox
Isaac Vallie-Flagg,"5' 8""",172.7,155 lbs.,70.0,Orthodox
Joshua Van,"5' 5""",165.1,125 lbs.,65.0,Orthodox
Matt Wiman,"5' 10""",177.8,155 lbs.,68.0,Orthodox
Brad Katona,"5' 6""",167.6,135 lbs.,64.0,Orthodox
Julie Kedzie,"5' 5""",165.1,135 lbs.,71.55387673956263,Orthodox
Losene Keita,"5' 8""",172.7,145 lbs.,72.0,Orthodox
Raquel Pennington,"5' 7""",170.2,135 lbs.,67.0,Orthodox
Terry Etim,"6' 1""",185.4,155 lbs.,73.0,Orthodox
Dong Hyun Ma,"5' 11""",180.3,155 lbs.,70.0,Orthodox
Eduardo Torres Caut,"5' 7""",170.2,135 lbs.,70.0,Orthodox
Gillian Robertson,"5' 5""",165.1,115 lbs.,63.0,Orthodox
Mackenzie Dern,"5' 4""",162.6,115 lbs.,63.0,Orthodox
Cory Devela,"5' 0""",152.4,185 lbs.,71.55387673956263,Orthodox
Bristol Marunde,"6' 1""",185.4,170 lbs.,75.0,Orthodox
Marcelo Rojo,"5' 8""",172.7,145 lbs.,71.0,Orthodox
BJ Penn,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Javier Vazquez,"5' 7""",170.2,145 lbs.,69.0,Southpaw
Lv Zhenhong,"5' 8""",172.7,145 lbs.,67.0,Switch
Qiu Lun,"5' 8""",172.7,125 lbs.,66.0,Southpaw
Anthony Birchak,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Brian Ortega,"5' 8""",172.7,155 lbs.,69.0,Switch
Estevan Payan,"5' 10""",177.8,145 lbs.,71.55387673956263,Orthodox
Kurt Pellegrino,"5' 8""",172.7,155 lbs.,70.0,Orthodox
Vanilto Antunes,"6' 0""",182.9,170 lbs.,72.0,Orthodox
Lauren Murphy,"5' 5""",165.1,125 lbs.,67.0,Orthodox
Joe Slick,"6' 0""",182.9,199 lbs.,71.55387673956263,Orthodox
Vince Morales,"5' 7""",170.2,135 lbs.,70.0,Orthodox
Dooho Choi,"5' 10""",177.8,145 lbs.,70.0,Orthodox
Ketlen Souza,"5' 3""",160.0,115 lbs.,63.0,Orthodox
Alexa Grasso,"5' 5""",165.1,125 lbs.,66.0,Orthodox
Tom Duquesnoy,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Kitt Campbell,"6' 1""",185.4,170 lbs.,73.0,Orthodox
Jorge Gonzalez,"6' 2""",188.0,205 lbs.,76.0,Orthodox
Pedro Falcao,"5' 6""",167.6,135 lbs.,66.0,Orthodox
Brodie Farber,"6' 1""",185.4,170 lbs.,71.55387673956263,Orthodox
Jose Johnson,"6' 0""",182.9,125 lbs.,71.0,Orthodox
Nikola Joksovic,,,170 lbs.,71.55387673956263,
Neil Seery,"5' 4""",162.6,125 lbs.,64.0,Orthodox
Luis Saldana,"5' 11""",180.3,145 lbs.,73.0,Orthodox
DaMarques Johnson,"6' 1""",185.4,170 lbs.,75.0,Orthodox
Alex Schoenauer,"6' 3""",190.5,185 lbs.,71.55387673956263,Orthodox
Murilo Bustamante,"6' 2""",188.0,183 lbs.,71.55387673956263,Orthodox
Miles Johns,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Daniel Zellhuber,"6' 1""",185.4,155 lbs.,77.0,Switch
Ahejiang Ailinuer,,,145 lbs.,71.55387673956263,
Abdul-Kareem Al-Selwady,"5' 8""",172.7,155 lbs.,69.0,Orthodox
Feng Pengchao,,,135 lbs.,71.55387673956263,
Bartosz Fabinski,"6' 0""",182.9,170 lbs.,75.0,Orthodox
Tai Tuivasa,"6' 2""",188.0,264 lbs.,75.0,Southpaw
Daniel Spohn,"6' 4""",193.0,205 lbs.,79.0,Southpaw
Matt Grice,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Da Woon Jung,"6' 4""",193.0,205 lbs.,78.0,Orthodox
Anthony Perosh,"6' 3""",190.5,205 lbs.,75.0,Orthodox
Chris Duncan,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Roman Dolidze,"6' 2""",188.0,185 lbs.,76.0,Orthodox
Brandon Jenkins,"6' 0""",182.9,155 lbs.,71.0,Switch
Kaiwen,"5' 8""",172.7,145 lbs.,71.0,Switch
Edimilson Souza,"6' 0""",182.9,145 lbs.,74.0,Orthodox
Mario Sousa,"6' 3""",190.5,185 lbs.,79.0,Orthodox
Zhang Tiequan,"5' 8""",172.7,155 lbs.,69.0,Orthodox
Dominick Reyes,"6' 4""",193.0,205 lbs.,77.0,Southpaw
Nikolas Motta,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Joseph Morales,"5' 6""",167.6,125 lbs.,69.0,Switch
Esteban Ribovics,"5' 10""",177.8,155 lbs.,69.0,Orthodox
Joe Pyfer,"6' 2""",188.0,185 lbs.,75.0,Orthodox
Bruno Santos,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Michael Kuiper,"6' 0""",182.9,185 lbs.,73.0,Orthodox
Kazuyuki Fujita,"6' 0""",182.9,235 lbs.,71.55387673956263,Orthodox
Cameron VanCamp,"6' 2""",188.0,155 lbs.,74.0,Switch
Goran Reljic,"6' 3""",190.5,205 lbs.,81.0,Southpaw
Andy Murad,"5' 9""",175.3,185 lbs.,71.55387673956263,
Khamzat Chimaev,"6' 2""",188.0,185 lbs.,75.0,Orthodox
Khaos Williams,"6' 0""",182.9,170 lbs.,77.0,Orthodox
Keith Berry,"6' 1""",185.4,185 lbs.,71.55387673956263,
Josh Appelt,"5' 10""",177.8,255 lbs.,71.55387673956263,Southpaw
Takeshi Yamazaki,"5' 8""",172.7,139 lbs.,71.55387673956263,Southpaw
Zachary Micklewright,"6' 0""",182.9,155 lbs.,74.0,Southpaw
Justin DeMoney,,,170 lbs.,71.55387673956263,
Tim Williams,"6' 2""",188.0,185 lbs.,76.0,Orthodox
Mike Russow,"6' 1""",185.4,255 lbs.,73.0,Orthodox
Kyle Reyes,"5' 8""",172.7,145 lbs.,71.55387673956263,
Alvin Robinson,"5' 9""",175.3,155 lbs.,68.0,Southpaw
Kenny Robertson,"5' 10""",177.8,170 lbs.,74.0,Orthodox
Lisa Ellis,"5' 4""",162.6,115 lbs.,71.55387673956263,
Giga Chikadze,"6' 0""",182.9,145 lbs.,74.0,Orthodox
Brandon Vera,"6' 3""",190.5,230 lbs.,78.0,Orthodox
Bojan Velickovic,"6' 0""",182.9,170 lbs.,76.0,Southpaw
Manvel Gamburyan,"5' 5""",165.1,135 lbs.,67.0,Orthodox
Jordan Espinosa,"5' 6""",167.6,125 lbs.,69.0,Orthodox
Eric Esch,"5' 11""",180.3,350 lbs.,71.55387673956263,Orthodox
Daniel Roberts,"5' 10""",177.8,170 lbs.,74.0,Southpaw
Tecia Pennington,"5' 1""",154.9,115 lbs.,60.0,Orthodox
Misha Cirkunov,"6' 3""",190.5,205 lbs.,77.0,Orthodox
Glaico Franca Moreira,"6' 0""",182.9,155 lbs.,77.0,Orthodox
Jairzinho Rozenstruik,"6' 2""",188.0,242 lbs.,78.0,Orthodox
Victor Madrigal,"5' 7""",170.2,135 lbs.,71.0,Orthodox
Matt Lucas,"6' 1""",185.4,205 lbs.,71.55387673956263,
Kaynan Kruschewsky,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Myktybek Orolbai,"5' 10""",177.8,170 lbs.,74.0,Orthodox
Takayo Hashi,"5' 4""",162.6,135 lbs.,71.55387673956263,Orthodox
Stephan Bonnar,"6' 4""",193.0,205 lbs.,79.0,Orthodox
Mike Wessel,"6' 0""",182.9,260 lbs.,71.55387673956263,Orthodox
Eduardo Chapolin,"5' 7""",170.2,125 lbs.,67.0,Orthodox
Luan Chagas,"6' 0""",182.9,170 lbs.,75.0,Orthodox
Elvis Mutapcic,"6' 0""",182.9,185 lbs.,72.0,Orthodox
Gaetano Pirrello,"5' 7""",170.2,135 lbs.,65.0,Orthodox
Joe Ellenberger,"5' 9""",175.3,155 lbs.,72.0,Orthodox
Herman Terrado,,,170 lbs.,71.55387673956263,
Tyler Toner,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Josh Diekmann,"5' 4""",162.6,246 lbs.,71.55387673956263,
Juan Diaz,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Montel Jackson,"5' 10""",177.8,135 lbs.,75.0,Southpaw
Eugene Jackson,"5' 8""",172.7,185 lbs.,71.55387673956263,Orthodox
Eric Schambari,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Trevor Smith,"6' 3""",190.5,185 lbs.,75.0,Orthodox
Anthony Hamilton,"6' 5""",195.6,260 lbs.,76.0,Orthodox
Sterling Ford,"5' 10""",177.8,155 lbs.,71.55387673956263,
Jesse Forbes,"6' 2""",188.0,185 lbs.,75.0,Southpaw
Shayna Baszler,"5' 7""",170.2,135 lbs.,71.55387673956263,Orthodox
Genki Sudo,"5' 9""",175.3,155 lbs.,71.55387673956263,Orthodox
John Kolosci,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Lodune Sincaid,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Anthony Hernandez,"6' 0""",182.9,185 lbs.,75.0,Orthodox
Diana Belbita,"5' 7""",170.2,125 lbs.,68.0,Orthodox
Alberto Crane,"5' 5""",165.1,155 lbs.,71.55387673956263,Orthodox
Yoko Takahashi,"5' 8""",172.7,150 lbs.,71.55387673956263,
Jessica Eye,"5' 6""",167.6,125 lbs.,66.0,Orthodox
Bryan Travers,,,155 lbs.,71.55387673956263,
Art Arciniega,"5' 8""",172.7,145 lbs.,71.55387673956263,
Kenji Arai,"5' 10""",177.8,145 lbs.,71.55387673956263,Southpaw
Mark Kerr,"6' 3""",190.5,266 lbs.,71.55387673956263,Switch
Tom Aspinall,"6' 5""",195.6,255 lbs.,78.0,Orthodox
Brok Weaver,"6' 0""",182.9,155 lbs.,73.0,Southpaw
Cody Garbrandt,"5' 8""",172.7,135 lbs.,65.0,Orthodox
Yukiya Naito,"6' 1""",185.4,205 lbs.,71.55387673956263,Orthodox
Chris Liguori,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Antonio Carvalho,"5' 9""",175.3,145 lbs.,70.0,Orthodox
Rose Namajunas,"5' 5""",165.1,125 lbs.,65.0,Orthodox
Alex Garcia,"5' 9""",175.3,170 lbs.,72.0,Orthodox
Shannon Gugerty,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Mike Guymon,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Roque Martinez,"5' 10""",177.8,250 lbs.,72.0,Orthodox
Koichiro Matsumoto,"5' 7""",170.2,145 lbs.,71.55387673956263,
Russell Doane,"5' 7""",170.2,135 lbs.,70.0,Orthodox
John Dixson,"6' 0""",182.9,275 lbs.,71.55387673956263,Orthodox
Yancy Medeiros,"5' 10""",177.8,155 lbs.,75.0,Orthodox
Daniel McWilliams,"6' 1""",185.4,185 lbs.,71.55387673956263,
James McSweeney,"6' 4""",193.0,230 lbs.,77.0,Switch
Satoshi Ishii,"5' 11""",180.3,240 lbs.,71.55387673956263,Orthodox
Danillo Villefort,"6' 1""",185.4,185 lbs.,71.55387673956263,Orthodox
Martin Svensson,"6' 1""",185.4,155 lbs.,71.55387673956263,
Brunno Ferreira,"5' 10""",177.8,185 lbs.,72.0,Orthodox
Nathan Coy,"5' 10""",177.8,170 lbs.,69.0,Southpaw
Ali Bagautinov,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Holly Holm,"5' 8""",172.7,135 lbs.,69.0,Southpaw
Farid Basharat,"5' 8""",172.7,135 lbs.,71.0,Orthodox
Javid Basharat,"5' 9""",175.3,135 lbs.,69.0,Orthodox
Marcin Bandel,"5' 10""",177.8,155 lbs.,71.55387673956263,Orthodox
Levan Makashvili,"5' 8""",172.7,145 lbs.,68.0,Orthodox
Mike Swick,"6' 1""",185.4,170 lbs.,77.0,Orthodox
Paulo Costa,"6' 1""",185.4,205 lbs.,72.0,Orthodox
Augusto Montano,"6' 1""",185.4,170 lbs.,73.0,Orthodox
Jake O'Brien,"6' 3""",190.5,205 lbs.,76.0,Orthodox
Joe Warren,"5' 6""",167.6,135 lbs.,71.55387673956263,Orthodox
Emmanuel Sanchez,"5' 9""",175.3,145 lbs.,71.0,
Eddie Sanchez,"6' 2""",188.0,230 lbs.,74.0,Orthodox
Josh Bryant,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Fernando Bruno,"5' 6""",167.6,145 lbs.,71.55387673956263,
Steve Bruno,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Ariane Carnelossi,"5' 2""",157.5,115 lbs.,61.0,Orthodox
Maycee Barber,"5' 5""",165.1,125 lbs.,65.0,Switch
Josh Parisian,"6' 4""",193.0,265 lbs.,79.0,Orthodox
Phil Baroni,"5' 9""",175.3,170 lbs.,72.0,Orthodox
George Roop,"6' 1""",185.4,135 lbs.,72.0,Orthodox
Nordine Taleb,"6' 1""",185.4,170 lbs.,74.0,Orthodox
Abel Trujillo,"5' 8""",172.7,155 lbs.,70.0,Orthodox
Sam Sicilia,"5' 8""",172.7,145 lbs.,67.0,Orthodox
Ivan Shtyrkov,"6' 0""",182.9,205 lbs.,74.0,Orthodox
Kazuyuki Miyata,"5' 8""",172.7,139 lbs.,71.55387673956263,Orthodox
Bobby Lashley,"6' 3""",190.5,255 lbs.,78.0,Orthodox
Valmir Lazaro,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Randall Wallace,"5' 11""",180.3,185 lbs.,73.0,Orthodox
Valter Walker,"6' 6""",198.1,244 lbs.,78.0,Orthodox
Donny Walker,"5' 9""",175.3,135 lbs.,71.55387673956263,
William Gomis,"6' 0""",182.9,145 lbs.,73.0,Southpaw
Amanda Lemos,"5' 4""",162.6,115 lbs.,65.0,Southpaw
Ketlen Vieira,"5' 8""",172.7,135 lbs.,68.0,Orthodox
Luiz Azeredo,"5' 9""",175.3,154 lbs.,71.55387673956263,Orthodox
Jeremy Kimball,"6' 0""",182.9,205 lbs.,72.0,Switch
Alan Patrick,"5' 11""",180.3,155 lbs.,74.0,Southpaw
Bruno Silva,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Jalin Turner,"6' 3""",190.5,155 lbs.,77.0,Southpaw
Khalil Rountree Jr.,"6' 1""",185.4,205 lbs.,76.0,Southpaw
Gary Mangat,"5' 7""",170.2,135 lbs.,71.55387673956263,
Azat Maksum,"5' 7""",170.2,125 lbs.,70.0,Southpaw
Warlley Alves,"5' 11""",180.3,185 lbs.,72.0,Orthodox
Amilcar Alves,"6' 0""",182.9,170 lbs.,71.55387673956263,Southpaw
Lucas Almeida,"5' 11""",180.3,145 lbs.,71.0,Orthodox
Kevin Roddy,"5' 11""",180.3,145 lbs.,71.55387673956263,
Chris Gruetzemacher,"5' 8""",172.7,155 lbs.,68.0,Orthodox
James Lee,"5' 11""",180.3,205 lbs.,71.55387673956263,Southpaw
Bogdan Grad,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Shane Burgos,"5' 11""",180.3,145 lbs.,75.0,Orthodox
Irene Aldana,"5' 9""",175.3,135 lbs.,68.0,Orthodox
Justin Buchholz,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Nah-Shon Burrell,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Royce Gracie,"6' 1""",185.4,175 lbs.,71.55387673956263,Southpaw
Anthony Leone,"5' 6""",167.6,135 lbs.,71.55387673956263,Orthodox
Sultan Aliev,"5' 11""",180.3,170 lbs.,74.0,Orthodox
Scott Jorgensen,"5' 5""",165.1,135 lbs.,66.0,Orthodox
Klidson Abreu,"6' 0""",182.9,205 lbs.,74.0,Orthodox
Virgil Zwicker,"6' 2""",188.0,205 lbs.,74.0,
Zhalgas Zhumagulov,"5' 4""",162.6,125 lbs.,66.0,Switch
JJ Aldrich,"5' 5""",165.1,125 lbs.,67.0,Southpaw
Vinc Pichel,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Jose Alday,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Tamdan McCrory,"6' 4""",193.0,185 lbs.,76.0,Switch
Rayanne dos Santos,"5' 2""",157.5,115 lbs.,62.0,Orthodox
Acacio Dos Santos,"6' 4""",193.0,205 lbs.,79.0,Orthodox
Daniil Donchenko,"5' 11""",180.3,170 lbs.,71.0,Orthodox
Jack Jenkins,"5' 7""",170.2,145 lbs.,68.0,Switch
Sean Pierson,"6' 0""",182.9,170 lbs.,76.0,Southpaw
Tim McKenzie,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Chase Gormley,"6' 3""",190.5,265 lbs.,71.55387673956263,Orthodox
Vaughan Lee,"5' 6""",167.6,125 lbs.,66.0,Orthodox
Malcolm Gordon,"5' 7""",170.2,125 lbs.,71.0,Switch
Aleksandar Rakic,"6' 4""",193.0,205 lbs.,78.0,Orthodox
George Sotiropoulos,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Vinicius Salvador,"5' 7""",170.2,135 lbs.,70.0,Southpaw
John Salter,"6' 1""",185.4,185 lbs.,74.0,Southpaw
Scott McAfee,"5' 8""",172.7,155 lbs.,71.55387673956263,Orthodox
David Martinez,"5' 5""",165.1,135 lbs.,67.0,Orthodox
Jasmine Jasudavicius,"5' 7""",170.2,125 lbs.,68.0,Orthodox
Rony Jason,"5' 7""",170.2,145 lbs.,73.0,Orthodox
Nate James,"6' 0""",182.9,185 lbs.,71.55387673956263,
Felipe Bunes,"5' 7""",170.2,125 lbs.,69.0,Orthodox
Erick Gonzalez,"5' 11""",180.3,155 lbs.,75.0,Orthodox
Ron Stallings,"6' 2""",188.0,170 lbs.,75.0,Southpaw
Will Campuzano,"5' 9""",175.3,125 lbs.,70.0,Orthodox
Themba Gorimbo,"6' 1""",185.4,170 lbs.,77.0,Orthodox
Livinha Souza,"5' 3""",160.0,115 lbs.,63.0,Orthodox
Charon Spain,"5' 9""",175.3,155 lbs.,71.55387673956263,
Wilson Gouveia,"6' 1""",185.4,185 lbs.,76.0,Orthodox
Adlan Amagov,"6' 2""",188.0,170 lbs.,76.0,Orthodox
Per Eklund,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Rafael Tobias,"6' 2""",188.0,205 lbs.,74.0,Orthodox
Matheus Scheffel,"6' 2""",188.0,205 lbs.,75.0,Orthodox
Eric Schafer,"6' 3""",190.5,185 lbs.,76.0,Orthodox
Jermaine Andre,"5' 7""",170.2,200 lbs.,71.55387673956263,Orthodox
Tatsuya Ando,"5' 4""",162.6,145 lbs.,68.0,Southpaw
Jessica Penne,"5' 5""",165.1,115 lbs.,67.0,Orthodox
Sean Soriano,"5' 9""",175.3,145 lbs.,70.0,Orthodox
Shane Campbell,"6' 0""",182.9,155 lbs.,71.0,Orthodox
Fabricio Camoes,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Jesse Lennox,"5' 9""",175.3,170 lbs.,72.0,Orthodox
Ivan Salaverry,"6' 0""",182.9,185 lbs.,71.55387673956263,Orthodox
Dominique Steele,"5' 10""",177.8,170 lbs.,74.0,Orthodox
Amiran Gogoladze,"6' 1""",185.4,170 lbs.,74.0,Switch
Loopy Godinez,"5' 2""",157.5,115 lbs.,61.0,Orthodox
Marcio Navarro,"6' 0""",182.9,155 lbs.,71.55387673956263,
Emrah Sonmez,"5' 10""",177.8,145 lbs.,71.0,Orthodox
Matt Lee,"5' 11""",180.3,155 lbs.,71.55387673956263,Orthodox
Brian Rogers,"5' 11""",180.3,185 lbs.,71.55387673956263,
Vagner Rocha,"5' 10""",177.8,155 lbs.,73.0,Orthodox
Akira Shoji,"5' 8""",172.7,195 lbs.,71.55387673956263,Orthodox
Jin Aoi,"5' 6""",167.6,145 lbs.,68.0,Orthodox
Azunna Anyanwu,"6' 1""",185.4,251 lbs.,71.55387673956263,Orthodox
Jonathan Pearce,"6' 0""",182.9,145 lbs.,71.0,Switch
Josh Grispi,"5' 11""",180.3,145 lbs.,74.0,Orthodox
Nick Newell,"5' 10""",177.8,155 lbs.,71.55387673956263,Southpaw
Brandon Girtz,"5' 7""",170.2,155 lbs.,71.55387673956263,
Jason Gilliam,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Gregor Gillespie,"5' 7""",170.2,155 lbs.,71.0,Orthodox
Brennan Ward,"5' 10""",177.8,170 lbs.,71.0,
Jorge Gurgel,"5' 7""",170.2,155 lbs.,69.0,Orthodox
Hecher Sosa,"5' 9""",175.3,135 lbs.,70.0,Orthodox
Andre Roberts,"6' 2""",188.0,345 lbs.,71.55387673956263,Orthodox
Justin Robbins,"5' 5""",165.1,135 lbs.,71.55387673956263,
Jarno Errens,"5' 11""",180.3,145 lbs.,73.0,Orthodox
Alex Enlund,"5' 10""",177.8,145 lbs.,71.55387673956263,Orthodox
Rafael Estevam,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Ivan Erslan,"6' 2""",188.0,205 lbs.,72.0,Orthodox
Brandon Davis,"5' 10""",177.8,135 lbs.,72.0,Orthodox
Alexander Soldatkin,"6' 2""",188.0,250 lbs.,75.0,Orthodox
Ray Steinbeiss,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Felipe Lima,"5' 6""",167.6,135 lbs.,68.0,Orthodox
Kennedy Nzechukwu,"6' 5""",195.6,236 lbs.,83.0,Southpaw
Derek Anderson,"6' 0""",182.9,155 lbs.,71.55387673956263,
Corey Anderson,"6' 3""",190.5,205 lbs.,79.0,Orthodox
Matt Andersen,"6' 2""",188.0,230 lbs.,71.55387673956263,Southpaw
Yoshihisa Yamamoto,"6' 2""",188.0,220 lbs.,71.55387673956263,Southpaw
Teddy Ash,"6' 1""",185.4,185 lbs.,73.0,Switch
Henrique da Silva,"6' 3""",190.5,205 lbs.,76.0,Orthodox
Kenny Ento,"6' 2""",188.0,192 lbs.,71.55387673956263,
Mike de la Torre,"5' 11""",180.3,145 lbs.,71.0,Orthodox
Al Iaquinta,"5' 10""",177.8,155 lbs.,70.0,Orthodox
Paul Sass,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Ibo Aslan,"6' 3""",190.5,205 lbs.,77.0,Orthodox
Scott Askham,"6' 3""",190.5,185 lbs.,75.0,Southpaw
Marco Tulio,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Charles Rosa,"5' 9""",175.3,145 lbs.,69.0,Switch
Parker Porter,"6' 0""",182.9,265 lbs.,75.0,Orthodox
Julia Polastri,"5' 2""",157.5,115 lbs.,64.0,Orthodox
Kaan Ofli,"5' 7""",170.2,145 lbs.,66.0,Orthodox
Shamil Gaziev,"6' 4""",193.0,265 lbs.,78.0,Orthodox
Thomas Gifford,"6' 1""",185.4,155 lbs.,75.0,Orthodox
James Llontop,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Nikolay Veretennikov,"6' 1""",185.4,170 lbs.,74.0,Orthodox
Rafael Carvalho,"6' 3""",190.5,185 lbs.,71.55387673956263,
Mandel Nallo,"6' 0""",182.9,155 lbs.,75.0,Orthodox
Alejandro Garcia,"5' 7""",170.2,145 lbs.,71.55387673956263,
Roy Boughton,"6' 0""",182.9,205 lbs.,71.55387673956263,
