Nome,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Eduardo Torres Caut,16,2,0,1.1,34.0,1.24,65%,2.06,33%,50%,0.0
Gillian Robertson,16,8,0,2.86,48.0,2.86,56%,2.74,40%,41%,0.9
Mackenzie Dern,16,5,0,3.47,41.0,3.93,51%,0.93,18%,37%,1.1
Cory Devela,16,7,0,4.07,41.0,4.0,47%,1.07,12%,62%,0.0
Bristol Marunde,16,10,0,1.42,21.0,4.4,47%,1.6,33%,14%,0.0
Marcelo Rojo,16,10,0,4.92,39.0,6.42,55%,0.46,50%,66%,0.0
BJ Penn,16,14,2,2.76,48.0,3.2,56%,1.19,55%,74%,0.5
Javier Vazquez,16,5,0,2.43,36.0,1.99,72%,2.56,52%,57%,1.5
Lv Zhenhong,16,6,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Qiu Lun,16,9,0,3.51,46.0,1.78,67%,0.67,18%,68%,0.0
Anthony Birchak,16,8,0,3.93,36.0,3.67,56%,0.48,14%,61%,0.5
Brian Ortega,16,5,0,3.84,37.0,6.38,49%,0.93,25%,54%,0.9
Estevan Payan,16,12,0,4.25,42.0,3.58,57%,0.36,100%,60%,0.4
Kurt Pellegrino,16,7,0,2.45,43.0,1.94,63%,2.9,54%,69%,0.8
Vanilto Antunes,16,7,0,5.49,48.0,14.27,43%,0.0,0%,0%,0.0
Lauren Murphy,16,7,0,3.94,38.0,5.19,56%,1.09,24%,67%,0.2
Joe Slick,16,5,3,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Vince Morales,16,10,0,3.57,37.0,4.0,53%,0.59,40%,58%,0.5
Dooho Choi,16,4,1,4.67,56.0,4.02,56%,1.43,53%,47%,0.6
Ketlen Souza,16,6,0,4.01,56.0,3.86,52%,0.46,13%,53%,0.2
Alexa Grasso,16,5,1,4.11,41.0,3.73,58%,0.41,35%,54%,0.6
Tom Duquesnoy,16,2,0,3.83,45.0,5.3,62%,0.42,25%,46%,0.0
Kitt Campbell,16,7,0,5.4,53.0,2.51,60%,0.94,10%,50%,0.0
Jorge Gonzalez,16,4,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Pedro Falcao,16,5,0,3.21,48.0,3.39,50%,2.73,25%,66%,0.0
Brodie Farber,16,7,0,1.69,45.0,2.17,53%,0.9,50%,20%,0.9
Jose Johnson,16,10,0,2.27,57.0,1.61,53%,0.69,60%,41%,0.7
Nikola Joksovic,16,0,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Neil Seery,16,13,0,3.56,41.0,3.79,58%,0.78,27%,53%,1.6
Luis Saldana,16,7,1,5.16,50.0,3.65,60%,0.64,17%,44%,0.2
DaMarques Johnson,15,15,0,2.11,37.0,3.75,51%,1.18,55%,19%,0.7
Alex Schoenauer,15,10,0,1.22,40.0,2.27,42%,0.0,0%,22%,4.9
Murilo Bustamante,15,8,1,1.33,32.0,1.9,60%,2.46,33%,54%,1.2
Miles Johns,15,5,0,3.36,44.0,2.99,65%,1.22,26%,77%,0.0
Daniel Zellhuber,15,4,0,5.45,38.0,6.17,54%,0.14,25%,81%,0.3
Ahejiang Ailinuer,15,3,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Abdul-Kareem Al-Selwady,15,4,0,4.14,34.0,3.6,59%,2.32,30%,20%,0.0
Feng Pengchao,15,9,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Bartosz Fabinski,15,5,0,2.23,68.0,1.46,51%,7.1,70%,80%,0.0
Tai Tuivasa,15,9,0,3.66,48.0,4.97,43%,0.0,0%,60%,0.0
Daniel Spohn,15,6,0,2.42,49.0,1.6,53%,0.0,0%,28%,2.5
Matt Grice,15,5,0,4.09,53.0,2.69,56%,2.19,37%,82%,0.5
Da Woon Jung,15,6,1,3.24,40.0,4.23,49%,1.59,47%,75%,0.2
Anthony Perosh,15,10,0,2.27,43.0,3.77,53%,2.03,22%,33%,1.1
Chris Duncan,15,2,0,5.02,46.0,4.82,51%,3.27,42%,50%,0.7
Roman Dolidze,15,4,0,3.41,41.0,3.72,48%,0.99,39%,26%,0.8
Brandon Jenkins,15,9,0,2.93,41.0,8.05,33%,0.0,0%,27%,0.0
Kaiwen,15,7,0,3.73,42.0,4.72,54%,1.41,26%,92%,0.0
Edimilson Souza,15,5,0,4.65,44.0,2.91,58%,0.0,0%,50%,0.0
Mario Sousa,15,3,0,2.82,50.0,2.99,28%,0.52,25%,37%,0.5
Zhang Tiequan,15,4,0,1.23,36.0,2.14,51%,1.95,58%,75%,3.4
Dominick Reyes,15,5,0,5.39,54.0,3.49,49%,0.29,28%,82%,0.3
Nikolas Motta,15,6,0,4.13,38.0,5.28,52%,0.0,0%,83%,0.0
Joseph Morales,15,2,0,2.0,40.0,2.05,57%,1.14,42%,26%,3.0
Esteban Ribovics,15,2,0,8.09,43.0,6.3,54%,0.39,66%,70%,0.2
Joe Pyfer,15,3,0,3.47,43.0,3.05,53%,1.23,33%,50%,1.0
Bruno Santos,15,2,0,1.18,46.0,2.27,56%,3.0,37%,66%,0.3
Michael Kuiper,15,5,0,3.28,54.0,3.62,54%,2.3,55%,79%,0.0
Kazuyuki Fujita,15,12,0,1.05,49.0,1.99,52%,2.78,36%,85%,0.6
Cameron VanCamp,15,7,1,5.31,47.0,6.41,40%,0.0,0%,0%,0.0
Goran Reljic,15,8,0,1.69,37.0,2.69,59%,1.69,50%,33%,1.1
Andy Murad,15,2,0,2.6,76.0,2.87,32%,1.0,20%,42%,0.0
Khamzat Chimaev,15,0,0,4.04,60.0,2.32,43%,5.29,55%,85%,1.8
Khaos Williams,15,5,0,4.94,39.0,5.39,40%,0.0,0%,51%,0.0
Keith Berry,15,14,1,0.27,12.0,6.27,28%,0.0,0%,0%,0.0
Josh Appelt,15,7,0,1.35,40.0,11.5,32%,0.0,0%,33%,0.0
Takeshi Yamazaki,15,12,3,0.57,25.0,1.57,47%,4.5,50%,100%,1.0
Zachary Micklewright,15,3,0,5.56,53.0,4.72,54%,0.7,12%,100%,0.0
Justin DeMoney,15,7,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Tim Williams,15,5,0,3.07,38.0,3.55,48%,1.81,40%,100%,0.0
Mike Russow,15,3,0,1.55,47.0,2.9,59%,4.66,43%,0%,0.7
Kyle Reyes,15,7,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Alvin Robinson,15,9,0,1.57,50.0,1.29,51%,1.24,50%,25%,1.2
Kenny Robertson,15,5,0,3.72,47.0,3.02,52%,1.37,26%,57%,0.8
Lisa Ellis,15,11,0,1.68,48.0,2.32,57%,4.19,63%,50%,0.6
Giga Chikadze,15,6,0,3.75,42.0,3.47,59%,0.18,33%,65%,0.2
Brandon Vera,15,7,0,3.03,56.0,2.81,52%,0.7,53%,59%,0.2
Bojan Velickovic,15,6,1,2.18,34.0,2.31,57%,0.67,25%,55%,0.5
Manvel Gamburyan,15,10,0,2.13,41.0,2.83,55%,3.26,34%,69%,0.7
Jordan Espinosa,15,9,0,4.22,52.0,2.94,57%,0.75,28%,70%,0.2
Eric Esch,15,10,1,3.07,71.0,1.74,43%,0.0,0%,0%,2.0
Daniel Roberts,15,7,0,0.73,20.0,2.27,46%,2.46,44%,40%,2.5
Tecia Pennington,15,8,0,4.73,48.0,3.48,61%,0.56,14%,62%,0.1
Misha Cirkunov,15,9,0,3.86,51.0,3.06,57%,4.15,39%,76%,1.7
Glaico Franca Moreira,15,5,0,2.35,42.0,3.46,47%,2.68,42%,76%,0.3
Jairzinho Rozenstruik,15,6,0,3.48,48.0,2.63,52%,0.0,0%,72%,0.0
Victor Madrigal,15,5,0,2.31,38.0,9.56,50%,0.0,0%,0%,0.0
Matt Lucas,15,3,0,1.27,48.0,3.93,40%,1.0,10%,0%,0.0
Kaynan Kruschewsky,15,3,0,5.67,50.0,5.71,46%,2.74,100%,75%,2.1
Myktybek Orolbai,15,2,1,3.24,48.0,3.31,50%,5.48,45%,40%,0.6
Takayo Hashi,15,6,1,2.84,26.0,6.56,61%,0.0,0%,0%,0.0
Stephan Bonnar,15,9,0,2.76,38.0,3.01,52%,1.32,40%,60%,1.0
Mike Wessel,15,8,0,1.82,56.0,6.43,22%,6.29,50%,0%,0.0
Eduardo Chapolin,15,2,0,2.47,40.0,1.6,64%,5.0,83%,75%,0.0
Luan Chagas,15,3,1,4.16,47.0,3.19,62%,0.32,12%,85%,0.3
Elvis Mutapcic,15,6,1,3.41,40.0,4.27,38%,0.0,0%,81%,0.0
Gaetano Pirrello,15,7,1,0.99,55.0,2.44,42%,0.0,0%,30%,0.0
Joe Ellenberger,15,2,0,1.62,47.0,3.45,48%,3.17,40%,0%,1.1
Herman Terrado,15,3,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Tyler Toner,15,7,0,2.95,52.0,2.13,62%,0.0,0%,54%,0.4
Josh Diekmann,15,8,0,0.28,5.0,8.17,25%,0.0,0%,0%,0.0
Juan Diaz,15,1,1,5.82,39.0,5.02,60%,3.01,33%,0%,0.0
Montel Jackson,15,3,0,3.09,52.0,1.4,61%,3.0,63%,67%,0.3
Eugene Jackson,15,9,1,2.19,33.0,3.44,32%,1.91,71%,16%,2.3
Eric Schambari,15,6,0,1.43,42.0,1.07,54%,3.0,42%,0%,1.0
Trevor Smith,15,10,0,3.29,55.0,3.31,51%,1.7,32%,60%,0.7
Anthony Hamilton,15,9,0,3.91,65.0,3.02,45%,2.62,42%,78%,0.0
Sterling Ford,15,7,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Jesse Forbes,15,5,0,2.11,24.0,4.06,53%,1.79,75%,66%,1.2
Shayna Baszler,15,11,0,2.49,30.0,6.36,51%,0.67,18%,44%,1.3
Genki Sudo,15,4,2,1.55,39.0,2.23,33%,3.58,60%,50%,4.2
John Kolosci,15,9,0,0.21,20.0,0.85,50%,0.0,0%,0%,0.0
Lodune Sincaid,15,9,0,2.72,42.0,6.17,57%,0.0,0%,75%,0.0
Anthony Hernandez,15,3,0,4.57,60.0,3.1,51%,5.88,48%,68%,1.6
Diana Belbita,15,10,0,6.45,41.0,6.55,51%,0.86,62%,64%,0.0
Alberto Crane,15,5,0,0.43,25.0,2.61,57%,0.0,0%,50%,4.0
Yoko Takahashi,15,12,2,5.11,54.0,8.78,48%,0.0,0%,0%,0.0
Jessica Eye,15,11,0,3.86,37.0,4.19,55%,0.58,40%,57%,0.5
Bryan Travers,15,4,0,2.33,48.0,3.93,55%,2.0,28%,63%,0.0
Art Arciniega,15,7,0,1.53,46.0,2.73,51%,0.0,0%,50%,1.0
Kenji Arai,15,15,5,8.79,27.0,10.29,39%,0.0,0%,0%,0.0
Mark Kerr,15,11,0,0.28,41.0,0.89,28%,2.92,77%,0%,0.4
Tom Aspinall,15,3,0,7.63,67.0,3.62,56%,2.62,80%,100%,1.3
Brok Weaver,15,6,0,4.78,64.0,4.35,46%,0.41,10%,66%,0.4
Cody Garbrandt,15,7,0,2.79,40.0,3.66,58%,0.85,22%,81%,0.0
Yukiya Naito,15,6,2,1.54,33.0,5.13,60%,0.0,0%,0%,0.0
Chris Liguori,15,10,0,0.29,33.0,1.44,0%,0.0,0%,50%,0.0
Antonio Carvalho,15,6,0,3.03,29.0,3.62,64%,0.0,0%,100%,0.0
Rose Namajunas,15,8,0,3.5,41.0,3.38,63%,1.47,48%,62%,0.3
Alex Garcia,15,6,0,1.81,31.0,3.03,59%,3.72,52%,66%,0.1
Shannon Gugerty,15,7,0,1.25,39.0,1.88,58%,2.13,27%,50%,3.4
Mike Guymon,15,6,1,2.75,65.0,0.79,66%,1.87,37%,54%,1.2
Roque Martinez,15,8,2,3.28,53.0,4.9,56%,0.38,50%,53%,0.4
Koichiro Matsumoto,15,3,1,1.9,26.0,3.5,31%,0.0,0%,0%,0.0
Russell Doane,15,8,0,1.75,40.0,1.68,53%,2.11,45%,52%,0.8
John Dixson,15,22,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Yancy Medeiros,15,8,0,4.36,37.0,5.67,47%,0.33,50%,73%,0.7
Daniel McWilliams,15,37,0,3.36,77.0,0.0,0%,0.0,0%,100%,21.6
James McSweeney,15,15,0,3.94,55.0,4.33,42%,0.52,33%,100%,1.1
Satoshi Ishii,15,8,1,1.41,36.0,1.58,63%,3.47,52%,100%,1.6
Danillo Villefort,15,5,0,2.86,37.0,2.4,68%,1.71,66%,33%,1.7
Martin Svensson,15,6,0,2.02,38.0,5.91,38%,0.0,0%,0%,0.0
Brunno Ferreira,15,3,0,3.77,50.0,3.91,51%,1.25,23%,61%,0.8
Nathan Coy,15,7,0,3.88,52.0,2.4,61%,3.17,47%,50%,0.0
Ali Bagautinov,15,6,0,2.85,42.0,3.09,52%,2.51,36%,65%,0.3
Holly Holm,15,7,0,3.13,40.0,2.92,55%,0.87,30%,76%,0.1
Farid Basharat,15,0,0,4.25,52.0,2.89,62%,3.34,44%,54%,0.3
Javid Basharat,15,2,0,5.18,54.0,2.75,63%,1.83,40%,83%,0.1
Marcin Bandel,15,7,0,0.79,50.0,5.26,23%,0.0,0%,0%,0.0
Levan Makashvili,15,2,1,2.87,54.0,2.07,61%,3.67,42%,85%,0.0
Mike Swick,15,6,0,2.36,37.0,2.29,54%,1.06,50%,61%,0.6
Paulo Costa,15,4,0,6.26,58.0,6.2,49%,0.32,50%,80%,0.0
Augusto Montano,15,3,0,3.46,46.0,2.66,56%,0.0,0%,66%,0.0
Jake O'Brien,15,4,0,1.31,31.0,1.92,69%,6.39,54%,25%,0.2
Joe Warren,15,6,0,2.15,46.0,2.39,52%,6.14,46%,60%,0.0
Emmanuel Sanchez,15,3,0,4.45,35.0,4.17,55%,0.25,6%,16%,0.5
Eddie Sanchez,15,8,0,3.45,43.0,3.3,43%,1.13,26%,42%,0.0
Josh Bryant,15,4,0,1.1,20.0,6.1,43%,0.0,0%,0%,0.0
Fernando Bruno,15,4,0,1.75,39.0,1.78,48%,2.02,22%,56%,0.5
Steve Bruno,15,6,0,0.96,52.0,3.38,36%,1.94,25%,46%,0.4
Ariane Carnelossi,15,4,0,2.63,38.0,4.61,44%,1.08,50%,22%,0.2
Maycee Barber,15,2,0,4.61,53.0,2.76,54%,1.58,45%,51%,0.1
Josh Parisian,15,8,0,4.55,48.0,4.88,41%,0.98,33%,46%,0.2
Phil Baroni,15,18,0,2.77,45.0,3.93,40%,1.46,47%,60%,0.5
George Roop,15,13,1,3.43,34.0,2.47,60%,1.05,57%,59%,0.1
Nordine Taleb,15,7,0,3.66,51.0,2.62,66%,1.94,76%,73%,0.0
Abel Trujillo,15,8,0,2.65,41.0,2.31,59%,2.18,45%,40%,0.4
Sam Sicilia,15,8,0,2.46,33.0,3.55,59%,1.45,43%,70%,0.9
Ivan Shtyrkov,15,0,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Kazuyuki Miyata,15,9,0,2.04,52.0,1.82,63%,4.31,46%,68%,0.0
Bobby Lashley,15,2,0,3.1,63.0,0.76,63%,11.47,70%,0%,0.0
Valmir Lazaro,15,5,0,4.87,37.0,4.09,61%,1.33,40%,96%,0.0
Randall Wallace,15,6,0,1.13,38.0,4.11,45%,2.13,50%,0%,0.0
Valter Walker,15,1,0,2.0,52.0,2.85,42%,5.74,69%,0%,2.5
Donny Walker,15,10,0,1.81,37.0,3.85,46%,0.0,0%,57%,1.7
William Gomis,15,3,0,3.48,49.0,2.76,61%,0.86,38%,72%,0.3
Amanda Lemos,15,5,1,2.75,55.0,3.24,45%,1.02,62%,64%,0.7
Ketlen Vieira,15,5,0,2.76,40.0,3.75,50%,1.33,44%,90%,0.6
Luiz Azeredo,15,10,0,2.16,39.0,2.76,57%,1.07,50%,45%,0.3
Jeremy Kimball,15,8,0,2.81,46.0,3.84,49%,1.41,20%,50%,0.0
Alan Patrick,15,4,0,1.82,40.0,2.95,43%,3.01,33%,43%,0.3
Bruno Silva,15,7,2,3.82,50.0,4.55,52%,2.3,29%,63%,0.3
Jalin Turner,15,9,0,5.79,48.0,4.54,41%,0.75,55%,75%,1.1
Khalil Rountree Jr.,15,7,0,3.88,40.0,4.33,49%,0.0,0%,58%,0.1
Gary Mangat,15,3,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Azat Maksum,15,3,0,2.75,27.0,4.25,52%,3.5,31%,85%,0.2
Warlley Alves,15,8,0,3.04,48.0,3.95,50%,1.22,50%,62%,0.8
Amilcar Alves,15,12,0,0.5,46.0,2.02,30%,0.0,0%,53%,0.0
Lucas Almeida,15,5,0,4.94,39.0,5.36,44%,0.0,0%,53%,0.0
Kevin Roddy,15,16,1,2.64,30.0,2.38,60%,0.0,0%,50%,0.0
Chris Gruetzemacher,15,5,0,6.18,57.0,4.96,52%,0.21,50%,65%,0.0
James Lee,15,3,0,1.4,42.0,3.72,27%,13.95,50%,0%,7.0
Bogdan Grad,15,4,0,4.06,51.0,5.06,49%,4.22,40%,75%,0.0
Shane Burgos,15,3,0,7.4,52.0,6.78,56%,0.43,44%,91%,0.4
Irene Aldana,15,8,0,5.19,39.0,6.64,56%,0.15,50%,77%,0.2
Justin Buchholz,15,10,0,2.35,26.0,4.14,51%,0.0,0%,33%,0.8
Nah-Shon Burrell,15,7,0,4.83,47.0,3.45,56%,0.0,0%,52%,0.3
Royce Gracie,15,2,3,0.88,41.0,1.13,37%,0.0,0%,66%,0.8
Anthony Leone,15,8,0,1.94,53.0,2.52,56%,1.72,18%,0%,0.0
Sultan Aliev,15,3,0,1.41,45.0,2.2,56%,1.76,38%,100%,0.0
Scott Jorgensen,15,12,0,3.37,40.0,3.41,65%,2.61,45%,59%,0.7
Klidson Abreu,15,4,0,2.05,40.0,2.9,55%,0.64,20%,80%,0.0
Virgil Zwicker,15,6,1,3.34,48.0,4.87,39%,1.31,30%,50%,0.0
Zhalgas Zhumagulov,14,9,0,5.24,43.0,5.86,52%,1.3,19%,75%,0.2
JJ Aldrich,14,7,0,3.96,47.0,4.32,61%,0.75,26%,67%,0.0
Vinc Pichel,14,5,0,3.78,46.0,3.17,54%,2.5,51%,31%,0.2
Jose Alday,14,6,1,3.13,44.0,3.13,58%,0.0,0%,57%,0.0
Tamdan McCrory,14,5,0,2.07,49.0,1.6,46%,2.28,50%,33%,2.5
Rayanne dos Santos,14,9,0,4.57,40.0,6.47,59%,0.5,14%,80%,0.0
Acacio Dos Santos,14,5,0,1.27,41.0,1.4,43%,0.0,0%,31%,0.0
Daniil Donchenko,14,2,0,7.15,60.0,2.57,72%,0.77,33%,75%,0.0
Jack Jenkins,14,4,0,4.48,61.0,2.95,59%,1.98,60%,71%,0.2
Sean Pierson,14,6,0,3.84,39.0,3.73,64%,0.39,18%,66%,0.4
Tim McKenzie,14,9,0,1.37,54.0,2.96,44%,0.0,0%,28%,2.1
Chase Gormley,14,6,0,3.6,42.0,6.03,44%,3.12,42%,0%,1.0
Vaughan Lee,14,13,1,3.47,47.0,2.07,70%,0.81,33%,72%,1.0
Malcolm Gordon,14,8,0,2.5,45.0,2.0,43%,1.72,35%,26%,1.0
Aleksandar Rakic,14,6,0,4.13,50.0,2.86,51%,0.64,21%,85%,0.1
George Sotiropoulos,14,7,0,2.61,27.0,2.52,67%,2.32,31%,53%,1.6
Vinicius Salvador,14,7,0,5.48,43.0,6.5,48%,0.36,11%,86%,0.0
John Salter,14,3,0,1.68,32.0,1.68,68%,2.85,46%,66%,0.5
Scott McAfee,14,7,0,0.0,0.0,1.33,50%,0.0,0%,0%,0.0
David Martinez,14,1,0,4.82,46.0,2.9,69%,0.6,25%,100%,0.0
Jasmine Jasudavicius,14,4,0,3.7,45.0,3.71,51%,2.59,44%,75%,0.6
Rony Jason,14,7,0,2.04,44.0,3.14,53%,0.59,30%,36%,0.8
Nate James,14,8,1,1.33,42.0,2.67,28%,0.0,0%,44%,0.0
Felipe Bunes,14,9,0,3.17,46.0,4.57,47%,1.08,25%,40%,1.4
Erick Gonzalez,14,8,0,2.4,36.0,8.08,40%,6.0,55%,50%,0.0
Ron Stallings,14,8,0,3.22,60.0,3.26,51%,0.0,0%,71%,0.0
Will Campuzano,14,6,0,2.43,31.0,3.82,57%,0.88,45%,48%,0.2
Themba Gorimbo,14,6,0,2.72,60.0,1.32,51%,5.07,65%,72%,0.4
Livinha Souza,14,4,0,1.75,45.0,3.6,56%,2.54,45%,40%,1.4
Charon Spain,14,26,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Wilson Gouveia,14,8,0,3.02,39.0,4.06,56%,0.9,66%,57%,2.2
Adlan Amagov,14,2,1,3.29,47.0,0.82,78%,5.84,56%,100%,0.0
Per Eklund,14,5,1,2.07,61.0,2.38,67%,2.07,11%,50%,3.6
Rafael Tobias,14,2,0,2.77,36.0,5.81,35%,2.4,33%,100%,1.6
Matheus Scheffel,14,7,0,1.33,36.0,3.0,47%,0.0,0%,100%,0.0
Eric Schafer,14,8,2,1.89,34.0,3.38,56%,1.81,36%,50%,1.8
Jermaine Andre,14,4,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Tatsuya Ando,14,4,1,0.93,19.0,4.93,50%,0.0,0%,0%,0.0
Jessica Penne,14,9,0,2.63,33.0,5.05,45%,1.29,18%,36%,0.5
Sean Soriano,14,8,0,3.18,61.0,2.14,56%,1.33,55%,52%,0.0
Shane Campbell,14,6,0,3.99,59.0,3.19,55%,1.36,28%,82%,0.0
Fabricio Camoes,14,9,1,1.29,33.0,1.85,61%,2.34,32%,20%,1.5
Jesse Lennox,14,4,0,2.69,32.0,3.2,64%,1.22,66%,63%,0.3
Ivan Salaverry,14,9,0,3.01,47.0,1.19,76%,0.49,18%,36%,2.5
Dominique Steele,14,9,0,2.32,49.0,2.42,50%,2.95,42%,76%,0.0
Amiran Gogoladze,14,3,0,1.64,66.0,0.82,0%,0.0,0%,0%,0.0
Loopy Godinez,14,5,0,4.51,49.0,4.03,62%,2.96,41%,81%,0.9
Marcio Navarro,14,14,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Emrah Sonmez,14,5,0,1.47,46.0,1.73,48%,5.0,21%,0%,0.0
Matt Lee,14,10,1,0.0,0.0,9.68,21%,0.0,0%,0%,0.0
Brian Rogers,14,9,0,4.79,38.0,5.76,58%,1.22,50%,100%,0.6
Vagner Rocha,14,4,0,2.64,42.0,4.5,48%,1.4,33%,50%,1.9
Akira Shoji,14,17,5,1.03,34.0,2.63,53%,1.79,73%,82%,0.4
Jin Aoi,14,6,1,1.6,29.0,5.8,51%,0.0,0%,71%,0.0
Azunna Anyanwu,14,5,0,2.47,42.0,2.47,69%,0.65,100%,0%,0.0
Jonathan Pearce,14,7,0,5.12,54.0,3.32,54%,5.02,50%,55%,0.8
Josh Grispi,14,5,0,1.44,41.0,3.71,50%,1.97,36%,16%,2.2
Nick Newell,14,2,0,3.53,46.0,4.07,36%,0.0,0%,33%,0.0
Brandon Girtz,14,7,0,2.5,60.0,1.92,47%,5.76,100%,100%,0.0
Jason Gilliam,14,9,0,0.79,33.0,3.14,42%,0.0,0%,0%,0.0
Gregor Gillespie,14,1,0,3.74,52.0,2.3,57%,6.86,48%,100%,0.8
Brennan Ward,14,5,0,7.2,60.0,2.76,52%,0.0,0%,100%,3.6
Jorge Gurgel,14,10,0,3.37,32.0,3.62,62%,0.81,23%,60%,0.5
Hecher Sosa,14,1,0,2.13,50.0,0.87,55%,4.0,36%,100%,2.0
Andre Roberts,14,2,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Justin Robbins,14,18,1,0.67,37.0,3.2,47%,0.0,0%,0%,0.0
Jarno Errens,14,6,1,3.29,44.0,3.29,61%,0.0,0%,33%,0.3
Alex Enlund,14,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Rafael Estevam,14,0,0,2.1,54.0,2.59,47%,6.01,38%,66%,0.3
Ivan Erslan,14,6,0,2.55,46.0,5.01,53%,0.45,20%,61%,0.0
Brandon Davis,14,10,0,4.68,35.0,4.62,58%,0.74,42%,57%,0.1
Alexander Soldatkin,14,4,0,1.16,60.0,1.35,26%,1.45,50%,50%,0.0
Ray Steinbeiss,14,7,0,0.0,0.0,0.0,100%,0.0,0%,0%,0.0
Felipe Lima,14,2,0,2.86,45.0,2.91,64%,2.18,27%,85%,0.7
Kennedy Nzechukwu,14,6,1,4.96,46.0,4.58,51%,0.5,45%,80%,0.2
Derek Anderson,14,3,0,3.97,37.0,3.08,61%,0.34,14%,60%,0.0
Corey Anderson,14,5,0,4.43,46.0,2.22,59%,4.89,50%,83%,0.0
Matt Andersen,14,8,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Yoshihisa Yamamoto,14,25,1,1.65,38.0,3.05,53%,1.0,20%,50%,0.6
Teddy Ash,14,5,0,7.27,61.0,6.8,28%,0.0,0%,100%,0.0
Henrique da Silva,14,5,0,3.89,60.0,5.28,40%,0.25,14%,22%,0.2
Kenny Ento,14,15,0,8.41,79.0,0.0,100%,5.49,100%,0%,11.0
Mike de la Torre,14,7,0,3.21,39.0,4.75,51%,0.36,16%,83%,0.0
Al Iaquinta,14,7,1,4.06,40.0,4.53,61%,0.63,18%,74%,0.2
Paul Sass,14,2,0,0.53,26.0,1.9,51%,0.53,16%,33%,7.4
Ibo Aslan,14,4,0,5.75,48.0,3.96,56%,0.0,0%,87%,0.0
Scott Askham,14,4,0,3.03,46.0,3.52,52%,0.44,18%,65%,0.7
Marco Tulio,14,2,0,6.69,58.0,2.58,59%,1.42,26%,0%,0.3
Charles Rosa,14,8,0,3.08,36.0,3.86,47%,1.67,35%,38%,1.0
Parker Porter,14,9,0,6.55,50.0,6.32,51%,1.35,26%,66%,0.5
Julia Polastri,14,5,0,6.4,54.0,5.4,57%,0.73,80%,60%,0.4
Kaan Ofli,14,4,1,2.33,45.0,3.34,54%,0.38,7%,0%,0.4
Shamil Gaziev,14,2,0,2.62,47.0,3.97,45%,0.93,30%,83%,0.3
Thomas Gifford,14,9,0,3.97,37.0,6.45,37%,0.5,33%,33%,0.0
James Llontop,14,5,0,5.57,41.0,4.12,57%,0.0,0%,54%,0.0
Nikolay Veretennikov,14,7,0,2.69,56.0,3.3,45%,0.42,16%,62%,0.4
Rafael Carvalho,14,1,0,1.94,50.0,1.84,54%,2.77,40%,70%,0.0
Mandel Nallo,14,3,0,8.61,62.0,2.58,72%,0.0,0%,100%,0.0
Alejandro Garcia,14,10,0,1.22,62.0,1.14,65%,8.55,87%,66%,0.0
Roy Boughton,14,8,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Lorenzo Hood,14,5,0,2.64,61.0,4.66,11%,0.0,0%,100%,0.0
Huang Feier,14,8,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
CJ Fernandes,14,8,3,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Nick Ring,14,4,0,3.52,42.0,3.48,62%,1.36,36%,52%,0.3
Jordan Rinaldi,14,7,0,1.56,35.0,2.32,59%,1.45,35%,20%,1.2
Mario Miranda,14,7,0,1.96,54.0,2.46,36%,1.02,60%,54%,0.0
Aaron Miller,14,10,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Edgar Garcia,14,5,0,3.16,29.0,4.23,60%,2.21,57%,50%,0.6
Bruno Lopes,14,2,0,2.81,43.0,3.38,57%,2.51,33%,100%,0.0
Cain Velasquez,14,3,0,6.37,57.0,2.33,57%,5.13,45%,85%,0.4
Hector Sandoval,14,4,0,3.31,52.0,2.33,65%,3.49,25%,71%,1.4
Walel Watson,14,10,0,2.1,29.0,3.79,43%,0.0,0%,61%,1.4
Dan Miller,14,8,0,2.03,36.0,3.06,49%,1.67,54%,47%,1.8
